system:index,fdwb_nm,ggrphc_,mean,stdy_st,.geo
00000000000000000051,PC2P4,Madeira,2253.861650485437,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.82588273305161,32.82101018536806],[-16.840837211098844,32.819218522823114],[-16.854599622433724,32.813986358353546],[-16.866073317532845,32.80573072799399],[-16.87434472023827,32.79510951070244],[-16.878756131987455,32.78296883274445],[-16.878957863277126,32.77027550458157],[-16.87493561265827,32.758039934329986],[-16.86701105698312,32.74723569375402],[-16.85581577701096,32.738722140745665],[-16.842240739574763,32.73317622025044],[-16.827365432780258,32.73103880808734],[-16.812372277020952,32.73247979760166],[-16.79845301932269,32.737384652277356],[-16.786714402094887,32.74536347112018],[-16.77809044993896,32.755781861241914],[-16.773268237139906,32.767811210926276],[-16.772633008193473,32.78049443124855],[-16.776237077688062,32.79282200050161],[-16.783795120006484,32.803812302113094],[-16.79470639407598,32.8125898677163],[-16.808102286697572,32.81845526426534],[-16.822915476930422,32.82094099981956],[-16.82588273305161,32.82101018536806]]]}"
00000000000000000052,PC2P5,Madeira,2253.861650485437,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.82586935574845,32.82101464446913],[-16.840823834546285,32.81922298192402],[-16.854586246571646,32.81399081745404],[-16.866059942245904,32.80573518709395],[-16.87433134536528,32.7951139698019],[-16.87874275733445,32.78297329184361],[-16.878944488632943,32.770279963680714],[-16.874922237811425,32.75804439342941],[-16.8669976817386,32.74724015285393],[-16.855802401205583,32.73872659984611],[-16.842227363089947,32.73318067935132],[-16.82735205555127,32.7310432671884],[-16.81235889904192,32.7324842567026],[-16.798439640647086,32.7373891113779],[-16.786701022831338,32.7453679302202],[-16.778077070242823,32.75578632034142],[-16.7732548572011,32.767815670025456],[-16.772619628221545,32.78049889034768],[-16.77622369789559,32.792826459600995],[-16.783781740592094,32.80381676121296],[-16.794693015208402,32.8125943268167],[-16.808088908501997,32.81845972336618],[-16.822902099478323,32.820945458920605],[-16.82586935574845,32.82101464446913]]]}"
00000000000000000065,RMP1,Madeira,2339.8787154592983,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.823898433082825,32.69051013393791],[-16.838831014959187,32.68871847583151],[-16.8525732839665,32.68348632329056],[-16.864030201405416,32.67523070862266],[-16.87228952835941,32.66460950588471],[-16.876694522942756,32.652468836799095],[-16.87689599704381,32.639775509060456],[-16.872879658355092,32.62753993065596],[-16.864966703428927,32.61673567589627],[-16.853787784537936,32.6082221070984],[-16.84023256732041,32.60267617413111],[-16.82537896919038,32.60053875670082],[-16.810407693198158,32.60197974979428],[-16.79650875575564,32.606884615780075],[-16.784787289716366,32.614863450138856],[-16.776175956831718,32.625281855144905],[-16.77136082297664,32.637311214438924],[-16.770726560158522,32.64999443609583],[-16.774325394770703,32.662321997988684],[-16.78187240783685,32.67331228583961],[-16.792767730537108,32.682089835576896],[-16.806144019887462,32.687955219109746],[-16.82093552187005,32.69044094856415],[-16.823898433082825,32.69051013393791]]]}"
00000000000000000066,RMP2,Madeira,2339.8787154592983,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.823911810385987,32.690514593038976],[-16.838844393008106,32.68872293493242],[-16.852586662701448,32.68349078239107],[-16.864043580711794,32.67523516772263],[-16.87230290807707,32.664613964984184],[-16.87670790287898,32.65247329589827],[-16.87690937698879,32.63977996815961],[-16.87289303809872,32.6275443897554],[-16.864980082777443,32.61674013499618],[-16.853801163329216,32.60822656619885],[-16.84024594543663,32.60268063323199],[-16.825392346567227,32.60054321580188],[-16.810421069829808,32.601984208895225],[-16.79652213169521,32.60688907488063],[-16.78480066507178,32.614867909238875],[-16.776189331757337,32.62528631424442],[-16.771374197661157,32.63731567353811],[-16.770739934810134,32.649998895194976],[-16.774338769600607,32.66232645708808],[-16.781885783042394,32.67331674493946],[-16.79278110628594,32.6820942946773],[-16.806157396303966,32.6879596782106],[-16.820948899025232,32.6904454076652],[-16.823911810385987,32.690514593038976]]]}"
00000000000000000067,RMP3,Madeira,2339.8787154592983,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.824067878922854,32.69060823416109],[-16.839000477205964,32.68881657605135],[-16.85274276130587,32.68358442350145],[-16.864199691316244,32.67532880882177],[-16.872459027318563,32.6647076060729],[-16.87686402671027,32.65256693698062],[-16.877065501004026,32.63987360924166],[-16.873049157885504,32.62763803084329],[-16.865136194266924,32.616833776094246],[-16.853957263116627,32.608320207308225],[-16.840402031047862,32.602774274350296],[-16.825548416651603,32.60063685692396],[-16.810577124264945,32.60207785001474],[-16.79667817159652,32.60698271599204],[-16.78495669270591,32.61496155033918],[-16.776345350365673,32.62537995533405],[-16.771530211206358,32.637409314620854],[-16.77089594766431,32.65009253627677],[-16.774494786198968,32.66242009817514],[-16.782041807529296,32.67341038603639],[-16.79293714218187,32.68218793578559],[-16.806313446220912,32.68805331932822],[-16.821104964454452,32.690539048787194],[-16.824067878922854,32.69060823416109]]]}"
00000000000000000068,RMP4,Madeira,2340.5281854444197,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.82411246993339,32.69063052966636],[-16.839045071945314,32.688838871555866],[-16.852787359475364,32.683606719003926],[-16.8642442923429,32.67535110432157],[-16.87250363040166,32.66472990157022],[-16.876908630886177,32.65258923247642],[-16.87711010522373,32.639895904737386],[-16.87309376109844,32.62766032634042],[-16.8651807955043,32.61685607159379],[-16.854001861567784,32.608342502810466],[-16.840446626123732,32.60279656985466],[-16.82559300803059,32.60065915242923],[-16.81062171191791,32.602100145519394],[-16.796722755789045,32.60700501149476],[-16.785001273977667,32.614983845839255],[-16.776389929488428,32.625402250831584],[-16.771574789123594,32.63743161011675],[-16.77094052541702,32.650114831772434],[-16.77453936484315,32.662442393672066],[-16.78208638805171,32.673432681535665],[-16.79298172542073,32.68221023128756],[-16.80635803279812,32.68807561483243],[-16.821149554725068,32.69056134429243],[-16.82411246993339,32.69063052966636]]]}"
00000000000000000069,RMP5,Madeira,2339.8787154592983,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-16.824072338023907,32.690670661575844],[-16.83900494674772,32.68887900346398],[-16.852747240452043,32.68364685090838],[-16.864204178462472,32.67539123622121],[-16.87246352022283,32.66477003346538],[-16.876868522674414,32.65262936436886],[-16.8770699970908,32.63993603662971],[-16.873053651153306,32.62770045823523],[-16.865140682003165,32.616896203492956],[-16.853961743051453,32.60838263471449],[-16.840406501531874,32.602836701762506],[-16.82555287678433,32.600699284338695],[-16.810581573964804,32.60214027742776],[-16.796682611607128,32.60704514339966],[-16.784961124538366,32.615023977739384],[-16.776349776180915,32.62544238272715],[-16.771534633646155,32.63747174200936],[-16.770900369643428,32.65015496366464],[-16.774499210674215,32.66248252556652],[-16.782046237263593,32.673472813434344],[-16.792941579522218,32.68225036319113],[-16.80631789290864,32.68811574673997],[-16.821109421483737,32.69060147620186],[-16.824072338023907,32.690670661575844]]]}"
00000000000000000015,CR1P1,Portugal,-1832.9104868140191,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.485974984925965,38.75494553493801],[-9.502090284500412,38.753153654972536],[-9.516920538919603,38.74792090619643],[-9.529283701918645,38.739664507235425],[-9.538195303765018,38.72904257713732],[-9.542946926992247,38.71690146469198],[-9.54316229931267,38.7042081158477],[-9.538826632719832,38.691972944987796],[-9.530287065433294,38.68116939912629],[-9.518224400977253,38.67265661942497],[-9.503598589219617,38.66711130973496],[-9.487572389834314,38.66497415552051],[-9.471419270258163,38.66641496975493],[-9.456422728181968,38.67131927053511],[-9.44377483815673,38.67929732947637],[-9.434481876715683,38.68971499058296],[-9.429284378254392,38.70174386953536],[-9.428597936115763,38.71442702439187],[-9.43247953861742,38.726754954059885],[-9.440622300448931,38.73774592962348],[-9.45237923718535,38.74652427235478],[-9.466814395275273,38.752390306478766],[-9.482777384315401,38.75487634082957],[-9.485974984925965,38.75494553493801]]]}"
00000000000000000016,CR1P2,Portugal,-1832.9104868140191,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.485943771218595,38.755007962352764],[-9.502059084886959,38.75321608238482],[-9.516889352271143,38.74798333360207],[-9.529252526069403,38.73972693463234],[-9.538164135688477,38.72910500452615],[-9.542915763046128,38.716963892075874],[-9.543131135531992,38.70427054323136],[-9.538795465133767,38.69203537237599],[-9.530255890380186,38.68123182652237],[-9.51819321539309,38.672719046829826],[-9.503567390877919,38.66717373714677],[-9.487541177519583,38.66503658293523],[-9.471388043860268,38.66647739716767],[-9.456391488704691,38.671381697941555],[-9.443743587639842,38.67935975687419],[-9.434450618076173,38.68977741797249],[-9.429253115058335,38.70180629691956],[-9.428566672297743,38.714489451775314],[-9.43244827816882,38.726817381447425],[-9.440591047099428,38.73780835701868],[-9.452347994103198,38.7465866997588],[-9.46678316481113,38.75245273389003],[-9.48274616781134,38.75493876824422],[-9.485943771218595,38.755007962352764]]]}"
00000000000000000017,CR1P3,Portugal,-1832.9104868140191,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.486041871441769,38.75493215763484],[-9.502157167996097,38.7531402776699],[-9.516987419637081,38.74790752889521],[-9.52935058032201,38.73965112993608],[-9.538262180502807,38.72902919983971],[-9.543013802844946,38.716888087395425],[-9.543229175129916,38.7041947385512],[-9.53889350935252,38.69195956769032],[-9.530353943666059,38.68115602182713],[-9.518291281466666,38.672643242123925],[-9.503665472442785,38.66709793243243],[-9.487639276051699,38.66496077821734],[-9.47148615949336,38.666401592452196],[-9.456489620219887,38.67130589323373],[-9.443841732560273,38.67928395217683],[-9.434548772859785,38.68970161328519],[-9.429351275374895,38.701730492238745],[-9.428664833369542,38.71441364709541],[-9.432546435149183,38.72674157676255],[-9.440689195459463,38.7377325523245],[-9.45244612999574,38.746510895053916],[-9.466881285381806,38.75237692917635],[-9.482844271430498,38.75486296352643],[-9.486041871441769,38.75493215763484]]]}"
00000000000000000018,CR1P4,Portugal,-1832.9104868140191,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.486073085149139,38.75494107583696],[-9.50218838371688,38.75314919587166],[-9.51701863721,38.747916447096024],[-9.529381799437674,38.73966004813565],[-9.538293400728852,38.72903811803811],[-9.54304502366105,38.71689700559313],[-9.543260395969655,38.70420365674887],[-9.538924729648633,38.691968485888644],[-9.530385162895454,38.681164940026584],[-9.51832249919163,38.67265216032462],[-9.503696688345245,38.66710685063412],[-9.487670489958013,38.664969696419455],[-9.471517371387801,38.666410510654025],[-9.456520830245848,38.67131481143466],[-9.44387294100915,38.679292870376514],[-9.434579980148289,38.6897105314837],[-9.429382482012468,38.7017394104365],[-9.428696039918261,38.71442256529305],[-9.432577642179247,38.726750494960775],[-9.440720403503681,38.737741470523815],[-9.45247733950672,38.746519813254494],[-9.466912496695358,38.75238584737796],[-9.482875484738337,38.75487188172852],[-9.486073085149139,38.75494107583696]]]}"
00000000000000000019,CR2P1,Portugal,-1832.8990291262135,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.486131053462836,38.75561440009602],[-9.502246504045813,38.75382252010409],[-9.51707689737775,38.74858977125688],[-9.529440176084437,38.74033337220235],[-9.538351861211007,38.72971144201752],[-9.543103528693422,38.717570329519326],[-9.543318902786472,38.70487698067254],[-9.538983195420998,38.69264180986124],[-9.530443548129211,38.68183826408427],[-9.518380770838748,38.673325484477026],[-9.503754822391182,38.667780174861335],[-9.487728473292547,38.66564302067825],[-9.47157520282308,38.66708383489136],[-9.45657852060852,38.67198813560415],[-9.443930512299973,38.679966194452945],[-9.434637463829525,38.69038385547085],[-9.429439916547334,38.70241273436597],[-9.428753467744711,38.71509588921451],[-9.432635106347854,38.727423818926354],[-9.440777944242253,38.73841479457195],[-9.452534990987656,38.74719313739781],[-9.466970284272604,38.753059171599375],[-9.482933422887289,38.75554520598654],[-9.486131053462836,38.75561440009602]]]}"
0000000000000000001a,CR2P2,Portugal,-1832.8990291262135,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.48606862604809,38.75562331829813],[-9.502184078644547,38.75383143830585],[-9.517014473828683,38.748598689457694],[-9.529377754078165,38.74034229040192],[-9.538289440315157,38.72972036021593],[-9.543041108387651,38.71757924771703],[-9.543256482504336,38.70488589887021],[-9.538920774595216,38.69265072805956],[-9.530381126236678,38.681847182283704],[-9.518318347441731,38.673334402677725],[-9.503692397171601,38.66778909306302],[-9.487666046076756,38.66565193888037],[-9.471512773595343,38.66709275309318],[-9.45651608951224,38.67199705380508],[-9.443868079626558,38.67997511265264],[-9.434575029995697,38.69039277366935],[-9.429377482062549,38.702421652563714],[-9.42869103317107,38.71510480741213],[-9.432572672255578,38.72743273712457],[-9.44071551116416,38.738423712771265],[-9.452472559376377,38.74720205559839],[-9.466907854463956,38.75306808980099],[-9.482870995073002,38.75555412418864],[-9.48606862604809,38.75562331829813]]]}"
0000000000000000001b,CR2P3,Portugal,-1832.8990291262135,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.48597944402702,38.75566345020761],[-9.502094905684153,38.75387157021373],[-9.516925309203204,38.74863882136131],[-9.529288596395272,38.74038242229992],[-9.538200287629166,38.72976049210873],[-9.542951958357019,38.71761937960667],[-9.543167332580065,38.704926030759694],[-9.538831622224542,38.692690859951966],[-9.5302919690656,38.68188731418118],[-9.518229183500466,38.67337453458084],[-9.503603225028792,38.6678292249706],[-9.487576864950984,38.665692070789824],[-9.47142358341581,38.667132885001365],[-9.45642689092425,38.672037185709215],[-9.443778873941442,38.680015244551235],[-9.434485819088723,38.690432905562616],[-9.429288268226266,38.70246178445355],[-9.428601818934943,38.71514493930148],[-9.432483460185578,38.72747286901656],[-9.44062630365802,38.73846384466816],[-9.452383358470891,38.74724218750096],[-9.466818661670318,38.75310822170822],[-9.482781811254002,38.75559425609805],[-9.48597944402702,38.75566345020761]]]}"
0000000000000000001c,CR2P4,Portugal,-1832.8990291262135,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.485925934814377,38.7556456138034],[-9.502041392444543,38.75385373381024],[-9.516871792259185,38.74862098495971],[-9.529235076365659,38.740364585900814],[-9.538146765378706,38.72974265571194],[-9.542898434926396,38.71760154321128],[-9.54311380910217,38.70490819436437],[-9.538778099833939,38.69267302355534],[-9.530238448808511,38.681869477782314],[-9.51817566625235,38.67335669817946],[-9.503549711425809,38.66781138856724],[-9.487523355340432,38.66567423438563],[-9.471370077829153,38.667115048597736],[-9.456373389074686,38.672019349307384],[-9.44372537524616,38.67999740815187],[-9.434432322714267,38.6904150691656],[-9.429234773153727,38.702443948058075],[-9.428548324040111,38.71512710290622],[-9.432429964328023,38.72745503262013],[-9.440572805772083,38.73844600826955],[-9.452329857651328,38.747224351099824],[-9.466765157245487,38.753090385305015],[-9.482728302840439,38.75557641969387],[-9.485925934814377,38.7556456138034]]]}"
00000000000000000036,L1P1,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.340456681147812,39.33155635126015],[-9.35670404633518,39.329764448300295],[-9.37165578782169,39.32453163772935],[-9.384120143551417,39.3162751574866],[-9.393104578328035,39.305653152013065],[-9.397894904803927,39.293511993630375],[-9.398111826982992,39.280818642610264],[-9.393740502143213,39.26858351399289],[-9.385130965709896,39.25778004159634],[-9.372969621418164,39.24926734366435],[-9.358224267078835,39.24372209855768],[-9.342067135563854,39.24158497161671],[-9.325782051909632,39.24302576731844],[-9.310662951437445,39.247930009533],[-9.297911616272527,39.25590798812332],[-9.288542542717932,39.26632557213924],[-9.283302347387583,39.278354401306295],[-9.282610076824135,39.29103754922899],[-9.286523251696497,39.30336551700045],[-9.294732534483554,39.31435656382933],[-9.306585680114486,39.32313498874309],[-9.321139073888046,39.32900109029498],[-9.337232874437372,39.3314871562464],[-9.340456681147812,39.33155635126015]]]}"
00000000000000000037,L1P2,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.340603831482579,39.33155635126015],[-9.356851196669947,39.329764448300295],[-9.371802938156454,39.32453163772935],[-9.384267293886182,39.31627515748661],[-9.3932517286628,39.305653152013065],[-9.398042055138694,39.29351199363038],[-9.398258977317758,39.280818642610264],[-9.393887652477977,39.26858351399289],[-9.385278116044663,39.25778004159635],[-9.37311677175293,39.24926734366436],[-9.358371417413604,39.24372209855769],[-9.34221428589862,39.24158497161672],[-9.325929202244398,39.24302576731845],[-9.310810101772208,39.247930009533],[-9.29805876660729,39.25590798812332],[-9.288689693052698,39.26632557213924],[-9.283449497722348,39.278354401306295],[-9.282757227158902,39.29103754922899],[-9.28667040203126,39.30336551700045],[-9.294879684818321,39.31435656382933],[-9.306732830449253,39.32313498874309],[-9.321286224222813,39.32900109029499],[-9.337380024772136,39.3314871562464],[-9.340603831482579,39.33155635126015]]]}"
00000000000000000038,L1P3,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.340572617775202,39.3315786467654],[-9.356819988142831,39.32978674380466],[-9.37177173439466,39.32455393323131],[-9.384236094093652,39.316297452985395],[-9.39322053172712,39.30567544750891],[-9.398010859721126,39.29353428912444],[-9.398227781960966,39.280840938104234],[-9.393856455722485,39.268605809488506],[-9.385246916544638,39.25780233709482],[-9.37308556838221,39.24928963916602],[-9.358340209353862,39.243744394061885],[-9.342183072703108,39.24160726712197],[-9.325897983872636,39.24304806282298],[-9.31077887859313,39.24795230503524],[-9.298027539370604,39.25593028362244],[-9.28865846283052,39.266347867635346],[-9.283418265825382,39.27837669680047],[-9.2827259950333,39.29105984472289],[-9.286639171144067,39.30338781249584],[-9.294848456540388,39.31437885932749],[-9.306701605945094,39.32315728424445],[-9.321255004356436,39.32902338579898],[-9.33734881003683,39.33150945175163],[-9.340572617775202,39.3315786467654]]]}"
00000000000000000039,L1P4,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.34055478137099,39.33158756496752],[-9.356802153810726,39.32979566200641],[-9.371753901968681,39.32456285143209],[-9.38421826325538,39.316306371184915],[-9.393202702031589,39.305684365707265],[-9.397993030632845,39.29354320732207],[-9.398209952896991,39.28084985630183],[-9.393838626099033,39.26861472768675],[-9.385229085823369,39.257811255294214],[-9.373067736112663,39.2492985573667],[-9.358322375208703,39.24375331226356],[-9.342165236503638,39.241616185324084],[-9.325880145602667,39.24305698102479],[-9.310761038400235,39.247961223236146],[-9.298009697554662,39.25593920182208],[-9.288640619820383,39.26635678583379],[-9.283400422145329,39.278385614998136],[-9.282708151261794,39.29106876292045],[-9.28662132786792,39.303396730694],[-9.294830614307948,39.31438777752676],[-9.306683765222166,39.32316620244501],[-9.321237165488618,39.32903230400059],[-9.337330973221441,39.33151836995372],[-9.34055478137099,39.33158756496752]]]}"
0000000000000000003a,L2P1,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.339796734191905,39.33155189215909],[-9.35604409834322,39.32975998919943],[-9.370995838876668,39.32452717862896],[-9.38346019381254,39.31627069838685],[-9.392444628017792,39.3056486929139],[-9.397234954190061,39.29350753453157],[-9.397451876356971,39.28081418351147],[-9.39308055179693,39.268579054893756],[-9.38447101591252,39.25777558249664],[-9.372309672394925,39.24926288456402],[-9.357564318993404,39.243717639456854],[-9.341407188505572,39.241580512515675],[-9.325122105886601,39.24302130821754],[-9.310003006375874,39.24792555043255],[-9.29725167202248,39.2559035290235],[-9.28788259906498,39.266321113040014],[-9.282642404069593,39.27834994220746],[-9.281950133551872,39.29103309013021],[-9.28586330817655,39.30336105790138],[-9.294072590441758,39.3143521047297],[-9.305925735317935,39.32313052964282],[-9.320479128163939,39.32899663119419],[-9.33657292768705,39.33148269714536],[-9.339796734191905,39.33155189215909]]]}"
0000000000000000003b,L2P2,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.33980119329296,39.33156972856331],[-9.35604856158848,39.32977782560292],[-9.371000305934183,39.32454501503054],[-9.38346466404547,39.31628853478589],[-9.392449100536195,39.30566652931058],[-9.397239427922958,39.29352537092683],[-9.397456350138487,39.280832019906654],[-9.393085024459486,39.26859689129027],[-9.384475486379454,39.25779341889543],[-9.372314139765304,39.249280720965366],[-9.357568782612564,39.24373547586021],[-9.341411648016118,39.24159834891987],[-9.325126561256146,39.243039144621164],[-9.310007457899571,39.24794338683436],[-9.297256120300087,39.2559213654228],[-9.287887044954198,39.26633894943691],[-9.28264684861898,39.27836777860281],[-9.281954577918349,39.29105092652533],[-9.285867753533752,39.303378894297694],[-9.294077037886368,39.31436994112824],[-9.305930185781566,39.32314836604392],[-9.320483582337795,39.32901446759739],[-9.336577385965759,39.331500533549544],[-9.33980119329296,39.33156972856331]]]}"
0000000000000000003c,L2P3,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.339836866101384,39.33156526946225],[-9.356084233360855,39.329773366502046],[-9.37103597675349,39.32454055593014],[-9.383500334070925,39.316284075686134],[-9.392484769990283,39.30566207021141],[-9.397275097073418,39.29352091182801],[-9.397492019276795,39.280827560807865],[-9.393120693877535,39.26859243219114],[-9.384511156346406,39.25778895979574],[-9.372349810506394,39.24927626186503],[-9.357604454291462,39.24373101675938],[-9.34144732072217,39.24159388981882],[-9.325162234997448,39.243034685520264],[-9.310043132602333,39.2479389277339],[-9.297291795814372,39.25591690632297],[-9.287922721065582,39.26633449033769],[-9.28268252506532,39.278363319503974],[-9.281990254410418,39.291046467426554],[-9.285903429778141,39.30337443519862],[-9.294112713608905,39.3143654820286],[-9.305965860749346,39.32314390694364],[-9.32051925637802,39.329010008496596],[-9.336613058979768,39.3314960744485],[-9.339836866101384,39.33156526946225]]]}"
0000000000000000003d,L2P4,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.339680797564515,39.33161877867491],[-9.355928177256628,39.32982687571255],[-9.37087993208604,39.32459406513485],[-9.383344298929725,39.31633758488324],[-9.39232874170553,39.30571557940147],[-9.397119072432144,39.29357442101377],[-9.397335994781384,39.28088106999341],[-9.392964666025236,39.26864594138064],[-9.38435512190722,39.25784246899212],[-9.372193766777533,39.24932977106906],[-9.357448399308929,39.24378452596945],[-9.34129125341377,39.24164739903146],[-9.32500615526604,39.24308819473116],[-9.309887041333353,39.24799243693932],[-9.297135694807112,39.25597041552087],[-9.287766612893144,39.266387999528376],[-9.282526412873382,39.27841682869],[-9.281834141669755,39.29109997661193],[-9.285747320009655,39.30342794438756],[-9.293956610102656,39.31441899122421],[-9.305809766300168,39.32319741614694],[-9.320363173059528,39.3290635177062],[-9.33645698797586,39.331549583661065],[-9.339680797564515,39.33161877867491]]]}"
0000000000000000003e,L3P1,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.343515624470479,39.285997715797095],[-9.359752416337962,39.284205814667786],[-9.37469443144168,39.2789730090162],[-9.387150685586928,39.270716535244105],[-9.396129289306963,39.260094535770975],[-9.400916517191998,39.24795338104517],[-9.40113331531866,39.23526003019818],[-9.39676484533594,39.22302489821794],[-9.388160910708178,39.21222141997305],[-9.376007466808504,39.20370871553167],[-9.361271683135511,39.19816346528377],[-9.345125034134366,39.19602633617165],[-9.328850515611753,39.197467133348695],[-9.313741227252155,39.20237138022544],[-9.30099817399044,39.210349365212245],[-9.291635194049668,39.22076695536513],[-9.286398417092787,39.23279578849551],[-9.285706613188726,39.24547893697025],[-9.289617260376367,39.25780690170848],[-9.297821217452178,39.26879794286414],[-9.309666660512393,39.27757636123556],[-9.324210588214534,39.283442457419675],[-9.340293915849783,39.28592852085543],[-9.343515624470479,39.285997715797095]]]}"
0000000000000000003f,L3P2,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.343488869864158,39.285966502089714],[-9.359725654495751,39.28417460096166],[-9.374667662943182,39.27894179531344],[-9.387123911544078,39.270685321545784],[-9.396102511273604,39.26006332207675],[-9.400889737038108,39.247922167353465],[-9.40110653507987,39.2352288165066],[-9.396738067050881,39.222993684524056],[-9.388134136256738,39.21219020627515],[-9.375980697763728,39.20367750182932],[-9.361244920640456,39.19813225157789],[-9.345098278813063,39.19599512246429],[-9.328823767520744,39.19743591964235],[-9.313714485876101,39.20234016652229],[-9.30097143828214,39.21031815151346],[-9.291608462511554,39.22073574167055],[-9.286371687894048,39.232764574803646],[-9.285679884309348,39.24544772327877],[-9.289590529767153,39.25777568801492],[-9.297794483198297,39.26876672916669],[-9.309639920987223,39.27754514753364],[-9.324183842211227,39.28341124371407],[-9.340267162679297,39.285897307148105],[-9.343488869864158,39.285966502089714]]]}"
00000000000000000040,L3P3,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.34343981975257,39.28602892950447],[-9.359676618855959,39.28423702837391],[-9.374618640615973,39.27900422271895],[-9.387074900305576,39.27074774894242],[-9.396053508016124,39.26012574946518],[-9.4008407380217,39.247984594736884],[-9.401057536233257,39.235291243889776],[-9.396689064296803,39.22305611191184],[-9.388085125835422,39.21225263367095],[-9.375931676529074,39.203739929234025],[-9.361195886306344,39.198194678989644],[-9.345049230131439,39.196057549879015],[-9.328774704378526,39.19749834705505],[-9.313665409303958,39.2024025939286],[-9.300922350374481,39.21038057891102],[-9.291559366263511,39.220798169059705],[-9.286322586967254,39.23282700218737],[-9.285630782743834,39.245510150661744],[-9.289541431661311,39.25783811540204],[-9.297745392381803,39.26882915656159],[-9.309590840713305,39.27760757493749],[-9.324134774893599,39.28347367112527],[-9.340218109696035,39.28595973456275],[-9.34343981975257,39.28602892950447]]]}"
00000000000000000041,L3P4,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.343381851438874,39.286015552201306],[-9.359618647441161,39.28422365107128],[-9.374560666348476,39.278990845417766],[-9.387016923661925,39.27073437164314],[-9.395995529662253,39.260112372167654],[-9.400782758759025,39.24797121744043],[-9.4009995569342,39.23527786659337],[-9.396631085835057,39.22304273461445],[-9.388027149016658,39.21223925637184],[-9.375873702027457,39.203726551933016],[-9.361137914611758,39.198181301687114],[-9.344991261511323,39.19604417257585],[-9.328716738857114,39.197484969752324],[-9.31360744666039,39.20238921662724],[-9.300864390159953,39.21036720161153],[-9.291501407836213,39.22078479176202],[-9.286264629542547,39.232813624890845],[-9.285572825455993,39.24549677336539],[-9.289483473632112,39.257824738104794],[-9.297687432790598,39.26881577926268],[-9.309532878862974,39.27759419763666],[-9.324076810266918,39.28346029382287],[-9.340160141997698,39.2859463572596],[-9.343381851438874,39.286015552201306]]]}"
00000000000000000042,L4P1,Portugal,-2443.7281553398057,Intertidal rocky pools,"{""type"":""Polygon"",""coordinates"":[[[-9.343065255264078,39.28668887646038],[-9.359302207357741,39.28489697530332],[-9.374244369853312,39.279664169577146],[-9.386700746768527,39.27140769570694],[-9.395679438851378,39.26078569614285],[-9.400466713691944,39.24864454136161],[-9.400683513698516,39.23595119051199],[-9.39631500045383,39.22371605858273],[-9.387710980937321,39.212912580426504],[-9.3755574173165,39.20439987608381],[-9.360821488611299,39.19885462591386],[-9.344674680759956,39.196717496834665],[-9.328400002135174,39.198158293989344],[-9.313290565084529,39.20306254079541],[-9.300547386320313,39.21104052568522],[-9.291184314038007,39.22145811574506],[-9.285947485279735,39.233486948815354],[-9.28525567430404,39.24617009728173],[-9.289166359795805,39.25849806206595],[-9.297370397576524,39.26948910330763],[-9.309215957360127,39.27826752177823],[-9.323760028509415,39.28413361804372],[-9.33984351484931,39.286619681517614],[-9.343065255264078,39.28668887646038]]]}"
